fonte,licensa,licensa_raw,license_status,url,bairro,lat,lng,quartos,host_id,airbnb_date,official_date
airbnb,124973,124973/AL,,https://www.airbnb.com/rooms/1573340663961977956,Estrela,38.70528,-9.16478,2,508522478,2026-06-25,2022-04-01
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/1572467338144039608,Santo Antnio,38.7217027,-9.1444882,1,593943668,2026-06-25,
airbnb,115251,115251/AL,licença reutilizada 2,https://www.airbnb.com/rooms/1572512513239196110,Penha de Frana,38.73379,-9.13013,5,236955701,2026-06-26,2021-04-09
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/1572592387133696116,So Vicente,38.71832,-9.13151,1,483258374,2026-06-26,
airbnb,53902,53902/AL,,https://www.airbnb.com/rooms/1572676798537576792,So Vicente,38.720265062061365,-9.124414760386166,2,70936465,2026-06-25,2017-08-09
airbnb,36466,36466/AL,licença reutilizada 2,https://www.airbnb.com/rooms/1572887229642731354,Santa Maria Maior,38.71148410000001,-9.1372526,6,482202851,2026-06-26,2016-11-04
airbnb,67843,67843,,https://www.airbnb.com/rooms/1573108698731750451,Belm,38.69702232890411,-9.220620601078846,1,85377682,2026-07-02,2018-03-29
airbnb,0,0/AL,sem licença,https://www.airbnb.com/rooms/1573109882298768834,Misericrdia,38.70979871802504,-9.148720868382844,2,22192546,2026-06-25,
airbnb,123158,123158/AL,licença reutilizada 2,https://www.airbnb.com/rooms/1573341291982017519,Estrela,38.71193237771097,-9.170686601914733,1,508522478,2026-06-25,2022-02-12
airbnb,108937,108937/AL,,https://www.airbnb.com/rooms/1573341770526843964,Estrela,38.71128,-9.15801,1,508522478,2026-06-25,2020-03-24
airbnb,42701,42701/AL,,https://www.airbnb.com/rooms/1573136788097333656,Santa Maria Maior,38.71022,-9.13198,2,727450227,2026-06-25,2017-04-03
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/1578074716762556130,Estrela,38.70491,-9.16296,2,76223539,2026-06-26,
airbnb,27388,27388/AL,,https://www.airbnb.com/rooms/1578164962609745728,Santo Antnio,38.7245,-9.14574,3,527037257,2026-06-25,2016-04-14
airbnb,69433,69433/AL,sem licença,https://www.airbnb.com/rooms/1578174810469918973,Santo Antnio,38.72242,-9.14299,1,408353225,2026-06-25,
airbnb,114488,114488/AL,,https://www.airbnb.com/rooms/1578197036853451942,Campo de Ourique,38.71854,-9.15878,2,401185083,2026-06-25,2021-02-24
airbnb,111163,111163/AL,,https://www.airbnb.com/rooms/1573342675186984036,Estrela,38.711021275873264,-9.158033599137866,1,508522478,2026-06-25,2020-07-18
airbnb,123288,123288/AL,,https://www.airbnb.com/rooms/1573343146594579160,Arroios,38.729132186756345,-9.139644000643079,1,508522478,2026-06-26,2022-02-17
airbnb,123062,123062/AL,licença reutilizada 2,https://www.airbnb.com/rooms/1573343606677156649,Alcntara,38.702784407917086,-9.178507725384456,1,508522478,2026-07-02,2022-02-10
airbnb,110350,110350/AL,,https://www.airbnb.com/rooms/1573344097500747697,Estrela,38.70951,-9.17166,1,508522478,2026-06-23,2020-06-24
airbnb,89978,89978/AL,,https://www.airbnb.com/rooms/1573345119712043286,Ajuda,38.70457,-9.20106,1,508522478,2026-06-25,2018-12-25
airbnb,128615,128615/AL,,https://www.airbnb.com/rooms/1573345331859548892,Campolide,38.72950104119085,-9.16193406738518,2,508522478,2026-06-25,2022-05-17
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/1578278639196327486,Santa Maria Maior,38.71339,-9.1344,1,24122117,2026-06-26,
airbnb,78167,78167/AL,,https://www.airbnb.com/rooms/1578340101247311438,Arroios,38.7153917,-9.138516,1,734569542,2026-06-25,2018-07-19
airbnb,111848,111848/AL,,https://www.airbnb.com/rooms/1578343201471840123,Belm,38.69664,-9.20364,2,465505052,2026-06-25,2020-08-12
airbnb,,,sem licença,https://www.airbnb.com/rooms/1578412192367919475,Parque das Naes,38.75515865963136,-9.094105772674084,1,143580057,2026-07-02,
airbnb,52364,52364/AL,licença reutilizada 2,https://www.airbnb.com/rooms/1578457482438450351,Misericrdia,38.71075,-9.14983,2,17163789,2026-06-25,2017-07-21
airbnb,151869,151869/AL,licença invalida (distancia 6.514585446148201);licença reutilizada 57,https://www.airbnb.com/rooms/1578876981537973157,Areeiro,38.7399307,-9.1245791,1,730830081,2026-07-02,2023-10-14
airbnb,151869,151869/AL,licença invalida (distancia 6.514585446148201);licença reutilizada 57,https://www.airbnb.com/rooms/1578886981577587950,Areeiro,38.7399307,-9.1245791,1,730830081,2026-07-02,2023-10-14
airbnb,124993,124993/AL,,https://www.airbnb.com/rooms/1578928250108563247,Penha de Frana,38.72609,-9.12183,2,447364669,2026-06-23,2022-04-01
airbnb,126627,126627/AL,,https://www.airbnb.com/rooms/1573345683353658440,Alvalade,38.74915,-9.13347,2,508522478,2026-06-23,2022-05-10
airbnb,174831,174831/AL,,https://www.airbnb.com/rooms/1573374394914731082,Lumiar,38.76740949367246,-9.152843063106948,1,43326716,2026-06-23,2026-03-06
airbnb,75454,75454/AL,,https://www.airbnb.com/rooms/1573420021433617142,Arroios,38.72201,-9.1361,2,8361172,2026-06-26,2018-06-21
airbnb,75697,75697/AL,,https://www.airbnb.com/rooms/1579022069420528343,Campolide,38.72842,-9.16381,2,447364669,2026-06-25,2018-06-25
airbnb,151869,151869/AL,licença invalida (distancia 5.351398383683183);licença reutilizada 57,https://www.airbnb.com/rooms/1579051210913825851,Arroios,38.7313992,-9.1354778,1,730830081,2026-07-02,2023-10-14
airbnb,121647,121647/AL,,https://www.airbnb.com/rooms/1579064649390755511,Campolide,38.7261,-9.16689,2,453003593,2026-06-25,2021-12-15
airbnb,23021,23021/AL,,https://www.airbnb.com/rooms/1579154051543296649,Santa Maria Maior,38.71283,-9.1294,2,181847118,2026-06-25,2015-12-28
airbnb,24294,24294/AL,sem licença,https://www.airbnb.com/rooms/1579584999765043021,Santa Maria Maior,38.71225,-9.13717,1,331761104,2026-06-25,
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/1579722675949797203,Santo Antnio,38.72712,-9.14433,2,76223539,2026-06-25,
airbnb,76685,76685/AL,,https://www.airbnb.com/rooms/1579753508531488630,Santa Maria Maior,38.7116725,-9.1271976,2,464684166,2026-06-25,2018-07-04
airbnb,82915,82915/AL,,https://www.airbnb.com/rooms/1579788122167577776,Santa Maria Maior,38.71083287509658,-9.13116224452879,3,130473109,2026-06-25,2018-09-17
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/1579795840555671890,Arroios,38.72504,-9.13383,1,734890563,2026-06-26,
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/1579796067225835976,Misericrdia,38.7112,-9.14691,1,534200288,2026-07-02,
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/1579832969999270290,Arroios,38.72522,-9.1339,1,734890563,2026-06-26,
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/1579915840785378878,Arroios,38.7297726,-9.1454639,2,484535538,2026-06-26,
airbnb,95733,95733/AL,,https://www.airbnb.com/rooms/1573867756840546933,Campo de Ourique,38.71772,-9.15914,2,453003593,2026-06-26,2019-05-07
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/1579923490993148303,Arroios,38.72977,-9.14546,1,484535538,2026-06-26,
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/1579926190346488710,Arroios,38.7297726,-9.1454639,1,484535538,2026-06-26,
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/1579979605672814793,So Vicente,38.71346,-9.12913,2,225714973,2026-06-26,
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/1580001995450981356,Parque das Naes,38.75512885344127,-9.094162099063396,1,143580057,2026-06-25,
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/1580411059321527985,Campo de Ourique,38.7208,-9.15754,1,539194006,2026-06-25,
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/1580417200373452530,Campo de Ourique,38.71985600065191,-9.158421121537685,1,539194006,2026-06-25,
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/1580420136793365491,Campo de Ourique,38.71982513337676,-9.158159606158733,1,539194006,2026-06-25,
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/1580589061825848922,Avenidas Novas,38.74029740986404,-9.1483199223876,1,516500896,2026-06-26,
airbnb,126223,126223/AL,licença reutilizada 7,https://www.airbnb.com/rooms/1580730091292666871,Avenidas Novas,38.72988008829951,-9.149216567214543,1,2031694,2026-06-26,2022-04-29
airbnb,121653,121653/AL,,https://www.airbnb.com/rooms/1581810798703842492,Campo de Ourique,38.71681,-9.171,2,447364669,2026-06-25,2021-12-15
airbnb,44955,44955/AL,,https://www.airbnb.com/rooms/1581839972558451383,Santa Maria Maior,38.709997,-9.1343829,2,12050703,2026-06-25,2017-05-11
airbnb,82625,82625/AL,,https://www.airbnb.com/rooms/1573943201213592133,Arroios,38.72364,-9.13261,2,453003593,2026-06-26,2018-09-12
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/1573972584180123810,Santa Maria Maior,38.7131999,-9.1303624,1,72635051,2026-06-25,
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/1581905252230915832,Misericrdia,38.70842,-9.15142,1,510268048,2026-06-26,
airbnb,811258,811258/AL,sem licença,https://www.airbnb.com/rooms/1581953483697889593,Parque das Naes,38.78127034898119,-9.098362535645535,2,539358363,2026-06-23,
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/1581978168134279124,Arroios,38.72547,-9.13377,1,734890563,2026-06-26,
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/1582042072007756807,Arroios,38.7297726,-9.1454639,1,484535538,2026-06-26,
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/1582047642319215394,Arroios,38.7297726,-9.1454639,1,484535538,2026-06-26,
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/1582055713852942566,Arroios,38.7297726,-9.1454639,1,484535538,2026-06-26,
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/1582062794711476544,Arroios,38.7297726,-9.1454639,1,484535538,2026-06-26,
airbnb,53983,53983/AL,sem licença,https://www.airbnb.com/rooms/1582444798644426545,Misericrdia,38.71075,-9.15086,2,395601549,2026-06-26,
airbnb,53993,53993/AL,sem licença,https://www.airbnb.com/rooms/1582461083149298694,Misericrdia,38.71063,-9.14917,2,395601549,2026-06-25,
airbnb,54000,54000/AL,sem licença,https://www.airbnb.com/rooms/1582466560106931802,Misericrdia,38.70954,-9.15079,2,395601549,2026-06-26,
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/1582467698685009428,Santo Antnio,38.719,-9.14175,2,571062924,2026-06-25,
airbnb,61543,61543,,https://www.airbnb.com/rooms/1582472164791409179,Misericrdia,38.7096495,-9.146713,1,41998277,2026-06-26,2017-12-29
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/1582496992119181868,Areeiro,38.73973,-9.12419,1,731894940,2026-06-25,
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/1582496998268957971,Areeiro,38.73973,-9.12419,1,731894940,2026-06-23,
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/1582497000002137981,Areeiro,38.7397303,-9.1241872,1,731894940,2026-06-23,
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/1582497004604997609,Areeiro,38.7397303,-9.1241872,1,731894940,2026-06-25,
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/1582497007561499085,Areeiro,38.73973,-9.12419,1,731894940,2026-06-25,
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/1582497048297957147,Areeiro,38.7397303,-9.1241872,1,731894940,2026-06-23,
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/1582497051497440861,Areeiro,38.7397303,-9.1241872,1,731894940,2026-06-25,
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/1582497055304174631,Areeiro,38.7397303,-9.1241872,1,731894940,2026-06-25,
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/1582497058336518014,Areeiro,38.7397303,-9.1241872,1,731894940,2026-06-25,
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/1582497058922977218,Areeiro,38.7397303,-9.1241872,1,731894940,2026-06-25,
airbnb,47319,47319/AL,licença reutilizada 5,https://www.airbnb.com/rooms/1574057887358116876,Misericrdia,38.7076312,-9.1468436,1,59156390,2026-06-26,2017-06-02
airbnb,53879,53879/AL,licença invalida (distancia 794.5292691410843),https://www.airbnb.com/rooms/1574066030649747715,Santa Maria Maior,38.71083643881204,-9.128832332789898,1,66722083,2026-06-25,2017-08-09
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/1574208088948865340,Santo Antnio,38.725071,-9.144405299999999,4,99179101,2026-06-26,
airbnb,120071,120071/AL,licença reutilizada 2,https://www.airbnb.com/rooms/1582535022027189761,Campolide,38.72822,-9.16281,4,408286736,2026-06-25,2021-09-29
airbnb,54932,54932/AL,licença reutilizada 6,https://www.airbnb.com/rooms/1582584872599736958,Santa Maria Maior,38.71052,-9.13625,1,291337467,2026-06-26,2017-08-23
airbnb,54932,54932/AL,licença reutilizada 6,https://www.airbnb.com/rooms/1582589912843640883,Santa Maria Maior,38.71101,-9.13762,1,291337467,2026-06-26,2017-08-23
airbnb,54932,54932/AL,licença reutilizada 6,https://www.airbnb.com/rooms/1582594642409137480,Santa Maria Maior,38.71202,-9.13777,1,291337467,2026-06-25,2017-08-23
airbnb,54932,54932/AL,licença reutilizada 6,https://www.airbnb.com/rooms/1582599203053286413,Santa Maria Maior,38.71204,-9.13786,1,291337467,2026-06-25,2017-08-23
airbnb,54932,54932/AL,licença reutilizada 6,https://www.airbnb.com/rooms/1582602691445734909,Santa Maria Maior,38.71213,-9.13786,1,291337467,2026-06-26,2017-08-23
airbnb,54932,54932/AL,licença reutilizada 6,https://www.airbnb.com/rooms/1582606764971888860,Santa Maria Maior,38.71251,-9.13625,1,291337467,2026-06-25,2017-08-23
airbnb,125347,125347/AL,,https://www.airbnb.com/rooms/1582620760724273327,Campo de Ourique,38.72027,-9.16814,1,408286736,2026-06-25,2022-04-08
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/1582662788859927813,Arroios,38.7297726,-9.1454639,1,484535538,2026-06-26,
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/1582674661730144549,Arroios,38.7297726,-9.1454639,1,484535538,2026-06-26,
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/1582674664196825813,Arroios,38.7297726,-9.1454639,1,484535538,2026-06-26,
airbnb,151869,151869/AL,licença invalida (distancia 5.97868911936459);licença reutilizada 57,https://www.airbnb.com/rooms/1574533600360967855,Arroios,38.7366217,-9.1322719,1,730830081,2026-06-25,2023-10-14
airbnb,151869,151869/AL,licença invalida (distancia 4.1240811303935025);licença reutilizada 57,https://www.airbnb.com/rooms/1574545894093659652,Alcntara,38.6996316,-9.1913523,1,730830081,2026-07-02,2023-10-14
airbnb,151869,151869/AL,licença invalida (distancia 5.715522249242701);licença reutilizada 57,https://www.airbnb.com/rooms/1574553800274298523,Avenidas Novas,38.7356898,-9.1476539,1,730830081,2026-07-02,2023-10-14
airbnb,151869,151869/AL,licença invalida (distancia 6.017740922610118);licença reutilizada 57,https://www.airbnb.com/rooms/1574569978588505754,Penha de Frana,38.7363272,-9.129039599999999,1,730830081,2026-07-02,2023-10-14
airbnb,,,sem licença,https://www.airbnb.com/rooms/1574585055798431287,Areeiro,38.73987899999999,-9.130234999999999,2,730830081,2026-07-02,
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/1574639472984479027,Campo de Ourique,38.71788,-9.15788,1,222858515,2026-07-02,
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/1582678627211070837,Arroios,38.72977,-9.14546,1,484535538,2026-06-26,
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/1582678633342169463,Arroios,38.7297726,-9.1454639,1,484535538,2026-06-26,
airbnb,0000,0000,sem licença,https://www.airbnb.com/rooms/1582733849770421874,Santa Maria Maior,38.71075,-9.137,2,725441966,2026-06-26,
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/1583229311571828044,Arroios,38.71972,-9.13417,,734372746,2026-06-26,
airbnb,124697,124697/AL,sem licença,https://www.airbnb.com/rooms/1583292015140418079,So Vicente,38.7144877,-9.1238797,1,434932745,2026-06-26,
airbnb,124697,124697/AL,sem licença,https://www.airbnb.com/rooms/1583311560884227326,So Vicente,38.71449,-9.12388,1,434932745,2026-06-26,
airbnb,124697,124697/AL,sem licença,https://www.airbnb.com/rooms/1583317197894922746,So Vicente,38.7144877,-9.1238797,2,434932745,2026-06-26,
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/1574672243509811490,Santa Maria Maior,38.70989,-9.13787,1,493962973,2026-06-26,
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/1574680218667072211,Campo de Ourique,38.71797,-9.15598,1,222858515,2026-07-02,
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/1574695418592615309,Campo de Ourique,38.71808,-9.15587,1,222858515,2026-06-26,
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/1574704734874059350,Campo de Ourique,38.71989,-9.15638,1,222858515,2026-06-25,
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/1574715947894608981,Campo de Ourique,38.71993,-9.15794,1,222858515,2026-06-25,
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/1584764719837182085,Misericrdia,38.7104,-9.15223,2,236841171,2026-06-25,
airbnb,22908,22908/AL,sem licença,https://www.airbnb.com/rooms/1585008904046244079,Santo Antnio,38.7203062,-9.1438019,2,736112871,2026-06-25,
airbnb,172728,172728,licença invalida (distancia 268.7629732441747),https://www.airbnb.com/rooms/1585046317311873657,Marvila,38.76001,-9.12316,1,362397720,2026-06-23,2025-12-19
airbnb,761827,761827/AL,sem licença,https://www.airbnb.com/rooms/1586254351350136400,Arroios,38.73196859999999,-9.1456585,2,15518214,2026-06-26,
airbnb,40674,40674/AL,licença reutilizada 2,https://www.airbnb.com/rooms/1586290038425500434,Estrela,38.7103,-9.15407,,45239398,2026-06-25,2017-03-02
airbnb,126223,126223/AL,licença reutilizada 7,https://www.airbnb.com/rooms/1586560850990831369,Avenidas Novas,38.73083,-9.14919,1,2031694,2026-06-26,2022-04-29
airbnb,126223,126223/AL,licença reutilizada 7,https://www.airbnb.com/rooms/1586561451273614448,Avenidas Novas,38.73071066309028,-9.149159609232036,1,2031694,2026-06-26,2022-04-29
airbnb,126223,126223/AL,licença reutilizada 7,https://www.airbnb.com/rooms/1586562195662901429,Avenidas Novas,38.73051901976644,-9.151271513943923,1,2031694,2026-06-26,2022-04-29
airbnb,126223,126223/AL,licença reutilizada 7,https://www.airbnb.com/rooms/1586562240617431633,Avenidas Novas,38.7308011125851,-9.149365714711172,1,2031694,2026-06-26,2022-04-29
airbnb,126223,126223/AL,licença reutilizada 7,https://www.airbnb.com/rooms/1586562283292801867,Avenidas Novas,38.72929,-9.15055,1,2031694,2026-06-26,2022-04-29
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/1586831242501443427,Estrela,38.70564137244985,-9.172779422090144,1,735338130,2026-06-25,
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/1574726752641971792,Campo de Ourique,38.71854,-9.15585,1,222858515,2026-06-26,
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/1574734852496858650,Campo de Ourique,38.71791,-9.1578,1,222858515,2026-06-26,
airbnb,58880,58880/AL,,https://www.airbnb.com/rooms/1575281896093815363,Santo Antnio,38.7157935,-9.1517494,1,193483253,2026-06-26,2017-10-27
airbnb,89670,89670/AL,,https://www.airbnb.com/rooms/1586879843448270476,Campo de Ourique,38.71889,-9.17042,1,686669191,2026-06-25,2018-12-14
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/1586895655602874563,So Vicente,38.7146928,-9.1308514,1,736659397,2026-06-25,
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/1586917323521615240,Avenidas Novas,38.73108722273355,-9.150907341207747,1,222858515,2026-06-26,
airbnb,81789,81789/AL,,https://www.airbnb.com/rooms/1587019230722393340,Santa Maria Maior,38.71821,-9.13519,1,352882265,2026-06-26,2018-08-30
airbnb,81797,81797/AL,,https://www.airbnb.com/rooms/1587019734297367070,Santa Maria Maior,38.71825,-9.13559,2,352882265,2026-06-26,2018-08-30
airbnb,81794,81794/AL,,https://www.airbnb.com/rooms/1587020025102923839,Santa Maria Maior,38.71813,-9.13582,1,352882265,2026-06-26,2018-08-30
airbnb,81803,81803/AL,,https://www.airbnb.com/rooms/1587020439676455629,Santa Maria Maior,38.71827,-9.1361,2,352882265,2026-06-26,2018-08-30
airbnb,81801,81801/AL,,https://www.airbnb.com/rooms/1587021312313298618,Santa Maria Maior,38.71832,-9.13586,2,352882265,2026-06-26,2018-08-30
airbnb,81806,81806/AL,,https://www.airbnb.com/rooms/1587021962357789333,Santa Maria Maior,38.71905,-9.13528,2,352882265,2026-06-26,2018-08-30
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/1575453283167071136,Santa Maria Maior,38.7185862,-9.135002199999999,2,348718862,2026-06-26,
airbnb,12835,12835,sem licença,https://www.airbnb.com/rooms/1575463732764551750,Santa Maria Maior,38.7142423,-9.1387489,2,3953109,2026-06-25,
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/1575997818251599928,Arroios,38.7178873900736,-9.139848980391264,2,17372095,2026-06-25,
airbnb,81807,81807/AL,,https://www.airbnb.com/rooms/1587023304073186041,Santa Maria Maior,38.71808,-9.13521,2,352882265,2026-06-26,2018-08-30
airbnb,77143,77143/AL,licença reutilizada 10,https://www.airbnb.com/rooms/1587033898093257813,Misericrdia,38.70929,-9.1466,1,186448151,2026-07-02,2018-07-09
airbnb,151869,151869/AL,licença invalida (distancia 6.468583050433562);licença reutilizada 57,https://www.airbnb.com/rooms/1587081882294328676,Avenidas Novas,38.7418909,-9.1585234,1,730830081,2026-06-23,2023-10-14
airbnb,755909,755909/AL,sem licença,https://www.airbnb.com/rooms/1587133635655865145,Santa Maria Maior,38.7144735,-9.135630299999999,2,29705323,2026-06-25,
airbnb,126223,126223/AL,licença reutilizada 7,https://www.airbnb.com/rooms/1587134864529372854,Avenidas Novas,38.72925351479713,-9.15066198429054,1,2031694,2026-06-26,2022-04-29
airbnb,62316,62316/AL,licença invalida (distancia 198.2415307105405),https://www.airbnb.com/rooms/1587580699254870891,Santa Maria Maior,38.71427,-9.13597,1,29705323,2026-06-25,2018-01-11
airbnb,53811,53811/AL,licença invalida (distancia 22.65465915574217);licença reutilizada 2,https://www.airbnb.com/rooms/1587679706379024392,Misericrdia,38.71315,-9.144,1,736866915,2026-07-02,2017-08-08
airbnb,87811,87811/AL,,https://www.airbnb.com/rooms/1587823955635654394,Misericrdia,38.7127077,-9.1468153,1,736959017,2026-06-25,2018-11-07
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/1587879366807478622,Arroios,38.73095,-9.1352,1,670245720,2026-06-25,
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/1587881219224150542,Arroios,38.73341,-9.13876,1,670245720,2026-06-25,
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/1576301807006357401,Misericrdia,38.7086387,-9.1512799,1,531769169,2026-06-26,
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/1576320639483262921,Penha de Frana,38.7285416,-9.1286322,1,531769169,2026-07-02,
airbnb,151869,151869/AL,licença invalida (distancia 5.877799773380702);licença reutilizada 57,https://www.airbnb.com/rooms/1576712690427546010,Arroios,38.735636,-9.1319916,1,730830081,2026-07-02,2023-10-14
airbnb,104093,104093/AL,,https://www.airbnb.com/rooms/1587885597095018615,Arroios,38.73235,-9.13725,1,670245720,2026-06-25,2019-10-22
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/1588396285282163327,Misericrdia,38.71441,-9.15067,2,679881476,2026-06-26,
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/1589016248814885634,Santa Maria Maior,38.716705904878275,-9.13253478705883,1,464206201,2026-06-25,
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/1589170641810368303,Santa Maria Maior,38.71428,-9.13766,3,303219503,2026-07-02,
airbnb,6588,6588,licença invalida (distancia 274.2107173600476),https://www.airbnb.com/rooms/1589228602425646600,So Vicente,38.71755,-9.12471,2,499317976,2026-07-02,2011-07-07
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/1589324432056877725,Areeiro,38.74218,-9.14057,1,148433801,2026-06-25,
airbnb,24298,24298/AL,,https://www.airbnb.com/rooms/1589712127870408392,Santa Maria Maior,38.71278705736343,-9.139719754457474,2,3495310,2026-06-26,2016-02-05
airbnb,88290,88290/AL,,https://www.airbnb.com/rooms/1589833789204881004,Santo Antnio,38.71708,-9.15124,2,737440905,2026-07-02,2018-11-14
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/1589854006513949135,Santo Antnio,38.71866630604272,-9.142159223556519,1,733223807,2026-06-26,
airbnb,70745,70745/AL,,https://www.airbnb.com/rooms/1576880056300645594,Santa Maria Maior,38.7111,-9.12828,1,734220567,2026-06-25,2018-05-04
airbnb,152645,152645/AL,licença reutilizada 2,https://www.airbnb.com/rooms/1589939608888639964,Alvalade,38.7539373,-9.144162399999999,1,736931609,2026-06-23,2023-11-07
airbnb,152645,152645/AL,licença reutilizada 2,https://www.airbnb.com/rooms/1589945212131445154,Alvalade,38.7539373,-9.144162399999999,1,736931609,2026-06-23,2023-11-07
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/1590024138720524498,So Vicente,38.71872,-9.12654,1,70614675,2026-06-25,
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/1590589664091158623,Campo de Ourique,38.7151,-9.16824,1,19165287,2026-06-23,
airbnb,82391,82391/AL,sem licença,https://www.airbnb.com/rooms/1590631393922535783,Beato,38.73202,-9.11636,1,78063480,2026-06-25,
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/1590692325941216255,Areeiro,38.74182868646943,-9.125422915773724,1,186563497,2026-06-25,
airbnb,79740,79740/AL,licença invalida (distancia 1.0671849235297535),https://www.airbnb.com/rooms/1590751846401407580,Arroios,38.72843,-9.13287,2,719649632,2026-06-25,2018-08-02
airbnb,96230,96230/AL,licença reutilizada 10,https://www.airbnb.com/rooms/1576923494590958147,Santa Maria Maior,38.7181684,-9.1351167,1,722112287,2026-06-26,2019-05-16
airbnb,122269,122269/AL,,https://www.airbnb.com/rooms/1576981807519317754,Misericrdia,38.7076312,-9.1468436,1,485323464,2026-06-26,2022-01-12
airbnb,83305,83305/AL,,https://www.airbnb.com/rooms/1591126595164195323,So Vicente,38.71441912857907,-9.13051509325409,2,737871761,2026-06-25,2018-09-21
airbnb,111445,111445/AL,,https://www.airbnb.com/rooms/1591560318772299605,Arroios,38.7253755,-9.1371465,,5691663,2026-06-25,2020-07-28
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/1591969842137682376,So Vicente,38.71671,-9.12508,1,738139063,2026-06-25,
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/1591982038290884913,Avenidas Novas,38.72815,-9.15043,1,505424337,2026-06-26,
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/1591985480694937469,Penha de Frana,38.73386,-9.13006,1,738123230,2026-06-26,
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/1591991269476337656,Lumiar,38.77490517530521,-9.155994077260203,1,735662621,2026-06-25,
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/1591991303738637958,Avenidas Novas,38.73833,-9.15098,1,683922126,2026-06-25,
